,subject,annotated_feature,region,method,score
1566,sub-61,arousal,temporal,cca,-0.06365768813306312
1567,sub-61,arousal,frontal,cca,-0.06300223977153667
1568,sub-61,pitch,MT,cca,0.02920097201207079
1569,sub-61,pitch,STS,cca,0.03973509987731498
1570,sub-61,pitch,temporal,cca,0.039852641803144497
1571,sub-61,pitch,frontal,cca,0.002881496184219601
1572,sub-61,amplitude,MT,cca,-0.022107389355882568
1573,sub-61,amplitude,STS,cca,-0.0936916107529688
1574,sub-61,amplitude,temporal,cca,-0.027987141350830313
1575,sub-61,amplitude,frontal,cca,-0.08667783139615719
1576,sub-61,music,MT,cca,-0.03792891061828709
1577,sub-61,music,STS,cca,0.03967413787522123
1578,sub-61,music,temporal,cca,0.004340242848675358
1579,sub-61,music,frontal,cca,0.025963821461385605
1580,sub-61,speaking,MT,cca,0.014509719616644245
1581,sub-61,speaking,STS,cca,-0.04905632909757811
1582,sub-61,speaking,temporal,cca,0.05065813335493789
1583,sub-61,speaking,frontal,cca,-0.014636188375152348
1584,sub-61,turn taking,MT,cca,0.0020732647452462506
1585,sub-61,turn taking,STS,cca,0.04266345259521849
1586,sub-61,turn taking,temporal,cca,0.05945435597164361
1587,sub-61,turn taking,frontal,cca,-0.03645012017621498
1588,sub-61,mentalization,MT,cca,0.02533874092244557
1589,sub-61,mentalization,STS,cca,0.042910257780210556
1590,sub-61,mentalization,temporal,cca,0.041541644020452594
1591,sub-61,mentalization,frontal,cca,0.003255829450452907
1592,sub-61,written text,MT,cca,-0.019595257011493738
1593,sub-61,written text,STS,cca,0.04796906259359823
1594,sub-61,written text,temporal,cca,-0.016766945818558664
1595,sub-61,written text,frontal,cca,0.023786691638317304
1596,sub-62,pixel,MT,cca,0.1334150486866604
1597,sub-62,pixel,STS,cca,0.0032268225555116105
1598,sub-62,pixel,temporal,cca,-0.10852586767627544
1599,sub-62,pixel,frontal,cca,0.17369252716485306
1600,sub-62,hue,MT,cca,-0.04280649550327718
1601,sub-62,hue,STS,cca,-0.024166207826975872
1602,sub-62,hue,temporal,cca,0.08404727187414045
1603,sub-62,hue,frontal,cca,0.07984855601181792
1604,sub-62,face,MT,cca,0.04041136102477631
1605,sub-62,face,STS,cca,0.07034979821807885
1606,sub-62,face,temporal,cca,-0.01823696335772933
1607,sub-62,face,frontal,cca,0.09979062530276542
1608,sub-62,number of agents,MT,cca,0.015347818447408023
1609,sub-62,number of agents,STS,cca,0.014793405596399568
1610,sub-62,number of agents,temporal,cca,-0.007688829917149254
1611,sub-62,number of agents,frontal,cca,-0.019158027452495462
1612,sub-62,social,MT,cca,0.05932009864627843
1613,sub-62,social,STS,cca,-0.034601340770143076
1614,sub-62,social,temporal,cca,0.014598375263617758
1615,sub-62,social,frontal,cca,0.10970262484192939
1616,sub-62,valence,MT,cca,0.0965913488692816
1617,sub-62,valence,STS,cca,0.17714361636723192
1618,sub-62,valence,temporal,cca,0.033898216697869764
1619,sub-62,valence,frontal,cca,0.15563174247826436
1620,sub-62,arousal,MT,cca,-0.08216331892035271
1621,sub-62,arousal,STS,cca,0.054231603708308596
1622,sub-62,arousal,temporal,cca,-0.041855190301679834
1623,sub-62,arousal,frontal,cca,0.07893171457520975
1624,sub-62,pitch,MT,cca,0.07164512336041584
1625,sub-62,pitch,STS,cca,-0.006443460788680499
1626,sub-62,pitch,temporal,cca,0.0034745133565170947
1627,sub-62,pitch,frontal,cca,-0.12200040254273585
1628,sub-62,amplitude,MT,cca,-0.06427229088568454
1629,sub-62,amplitude,STS,cca,0.013279129525739508
1630,sub-62,amplitude,temporal,cca,0.01543099488880706
1631,sub-62,amplitude,frontal,cca,0.07152201783424297
1632,sub-62,music,MT,cca,-0.03501648979915686
1633,sub-62,music,STS,cca,0.010241775670618281
1634,sub-62,music,temporal,cca,0.03726296033403496
1635,sub-62,music,frontal,cca,-0.03968308373058034
1636,sub-62,speaking,MT,cca,-0.03627730649162
1637,sub-62,speaking,STS,cca,-0.01992871616709102
1638,sub-62,speaking,temporal,cca,3.0445317396199378e-05
1639,sub-62,speaking,frontal,cca,0.06100571011750078
1640,sub-62,turn taking,MT,cca,0.027583362729955697
1641,sub-62,turn taking,STS,cca,-0.06636674723455842
1642,sub-62,turn taking,temporal,cca,0.03065616055499589
1643,sub-62,turn taking,frontal,cca,0.07556736393844576
1644,sub-62,mentalization,MT,cca,0.05519510519433459
1645,sub-62,mentalization,STS,cca,0.04593793853199439
1646,sub-62,mentalization,temporal,cca,0.0297928347136035
1647,sub-62,mentalization,frontal,cca,-0.026565657968358282
1648,sub-62,written text,MT,cca,0.037448348477413206
1649,sub-62,written text,STS,cca,-0.04529288569453103
1650,sub-62,written text,temporal,cca,-0.051078580145103136
1651,sub-62,written text,frontal,cca,0.08806931254980706
